state,geoid,ansi_code,county_name,population_per_square_mile
TX,48141,1383855,El Paso County,790.6117649
TX,48143,1383857,Erath County,34.98385609
TX,48145,1383858,Falls County,23.33951244
TX,48147,1383859,Fannin County,38.07093778
TX,48149,1383860,Fayette County,25.84609814
TX,48151,1383861,Fisher County,4.420757313
TX,48153,1383862,Floyd County,6.497047301
TX,48155,1383863,Foard County,1.896657709
TX,48157,1383864,Fort Bend County,679.4984451
TX,48159,1383865,Franklin County,37.29020961
TX,48161,1383866,Freestone County,22.57618723
TX,48163,1383867,Frio County,15.18923688
TX,48165,1383868,Gaines County,11.66552958
TX,48167,1383869,Galveston County,769.9295376
TX,48169,1383870,Garza County,7.231825854
TX,48171,1383871,Gillespie County,23.47067795
TX,48173,1383872,Glasscock County,1.361892342
TX,48175,1383873,Goliad County,8.462302263
TX,48177,1383874,Gonzales County,18.56869113
TX,48179,1383875,Gray County,24.33653645
TX,48181,1383876,Grayson County,129.5845644
TX,48183,1383877,Gregg County,445.4030874
TX,48185,1383878,Grimes County,33.78461609
TX,48187,1383879,Guadalupe County,184.9191621
TX,48189,1383880,Hale County,36.10392532
TX,48191,1383881,Hall County,3.795167359
TX,48193,1383882,Hamilton County,10.18884718
TX,48195,1383883,Hansford County,6.102347224
TX,48197,1383884,Hardeman County,5.954418987
TX,48199,1383885,Hardin County,61.34855659
TX,48201,1383886,Harris County,2402.413768
TX,48203,1383887,Harrison County,72.92730382
TX,48205,1383888,Hartley County,4.14628124
TX,48207,1383889,Haskell County,6.531721312
TX,48209,1383890,Hays County,231.7287582
TX,48211,1383891,Hemphill County,4.200660719
TX,48213,1383892,Henderson County,89.87946181
TX,48215,1383893,Hidalgo County,493.2117018
TX,48217,1383894,Hill County,36.59434497
TX,48219,1383895,Hockley County,25.24791059
TX,48221,1383896,Hood County,121.6762037
TX,48223,1383897,Hopkins County,45.83184519
TX,48225,1383898,Houston County,19.28006051
TX,48227,1383899,Howard County,38.86806151
TX,48229,1383900,Hudspeth County,0.76044912
TX,48231,1383901,Hunt County,102.4957219
TX,48233,1383902,Hutchinson County,24.96002452
TX,48235,1383903,Irion County,1.520593631
TX,48237,1383904,Jack County,9.931236836
TX,48239,1383905,Jackson County,16.96938277
TX,48241,1383906,Jasper County,38.03609755
TX,48243,1383907,Jeff Davis County,1.034198772
TX,48245,1383908,Jefferson County,287.8859288
TX,48247,1383909,Jim Hogg County,4.664926268
TX,48249,1383910,Jim Wells County,47.21341648
TX,48251,1383911,Johnson County,208.2733078
TX,48253,1383912,Jones County,21.75640835
TX,48255,1383913,Karnes County,19.82995254
TX,48257,1383914,Kaufman County,132.3813659
TX,48259,1383915,Kendall County,50.43376662
TX,48261,1383916,Kenedy County,0.28525799
TX,48263,1383917,Kent County,0.895283915
TX,48265,1383918,Kerr County,44.97796646
TX,48267,1383919,Kimble County,3.682692146
TX,48269,1383920,King County,0.313984841
TX,48271,1383921,Kinney County,2.645481249
TX,48273,1383922,Kleberg County,36.3788823
TX,48275,1383923,Knox County,4.372099913
TX,48277,1383925,Lamar County,54.88706886
TX,48279,1383926,Lamb County,13.75443942
TX,48281,1383927,Lampasas County,27.60366983
TX,48283,1383924,La Salle County,4.631762754
TX,48285,1383928,Lavaca County,19.86474279
TX,48287,1383929,Lee County,26.4095031
TX,48289,1383930,Leon County,15.65576513
TX,48291,1383931,Liberty County,65.29859282
TX,48293,1383932,Limestone County,25.83045395
TX,48295,1383933,Lipscomb County,3.542238132
TX,48297,1383934,Live Oak County,11.09074191
TX,48299,1383935,Llano County,20.66413
TX,48301,1383936,Loving County,0.122584744
TX,48303,1383937,Lubbock County,311.3346487
TX,48305,1383938,Lynn County,6.632154794
TX,48307,1383945,McCulloch County,7.773100175
TX,48309,1383946,McLennan County,226.5025296
TX,48311,1383947,McMullen County,0.62048786
TX,48313,1383939,Madison County,29.31779902
TX,48315,1383940,Marion County,27.68851082
TX,48317,1383941,Martin County,5.245129757
TX,48319,1383942,Mason County,4.319538158
TX,48321,1383943,Matagorda County,33.35708495
TX,48323,1383944,Maverick County,42.41364916
TX,48325,1383948,Medina County,34.71218299
TX,48327,1383949,Menard County,2.485504917
TX,48329,1383950,Midland County,152.0294924
TX,48331,1383951,Milam County,24.34484183
TX,48333,1383952,Mills County,6.596628716
TX,48335,1383953,Mitchell County,10.32060499
TX,48337,1383954,Montague County,21.18258986
TX,48339,1383955,Montgomery County,437.4874608
TX,48341,1383956,Moore County,24.34613662
TX,48343,1383957,Morris County,51.32845209
TX,48345,1383958,Motley County,1.222763202
TX,48347,1383959,Nacogdoches County,68.16849209
TX,48349,1383960,Navarro County,47.27983701
TX,48351,1383961,Newton County,15.47108904
TX,48353,1383962,Nolan County,16.68426541
TX,48355,1383963,Nueces County,405.7606484
TX,48357,1383964,Ochiltree County,11.14069224
TX,48359,1383965,Oldham County,1.367514077
TX,48361,1383966,Orange County,245.2640191
TX,48363,1383967,Palo Pinto County,29.53484536
TX,48365,1383968,Panola County,29.68011186
TX,48367,1383969,Parker County,129.4187573
TX,48369,1383970,Parmer County,11.65901056
TX,48371,1383971,Pecos County,3.255142325
TX,48373,1383972,Polk County,42.96026934
TX,48375,1383973,Potter County,133.2859958
TX,48377,1383974,Presidio County,2.027890892
TX,48379,1383975,Rains County,47.5655039
TX,48381,1383976,Randall County,132.4401236
TX,48383,1383977,Reagan County,2.864798039
TX,48385,1383978,Real County,4.73258533
TX,48387,1383979,Red River County,12.4062058
TX,48389,1383980,Reeves County,5.229995731
TX,48391,1383981,Refugio County,9.58278603
TX,48393,1383982,Roberts County,1.005348149
TX,48395,1383983,Robertson County,19.42541806
TX,48397,1383984,Rockwall County,616.6519727
TX,48399,1383985,Runnels County,9.991959617
TX,48401,1383986,Rusk County,57.71476375
TX,48403,1383987,Sabine County,22.04766072
TX,48405,1383988,San Augustine County,16.70570632
TX,48407,1383989,San Jacinto County,46.34927439
TX,48409,1383990,San Patricio County,93.4514479
TX,48411,1383991,San Saba County,5.400348984
TX,48413,1383992,Schleicher County,2.640714771
TX,48415,1383993,Scurry County,18.68806906
TX,48417,1383994,Shackelford County,3.694686345
TX,48419,1383995,Shelby County,31.98660605
TX,48421,1383996,Sherman County,3.286982617
TX,48423,1383997,Smith County,227.5903084
TX,48425,1383998,Somervell County,45.53182133
TX,48427,1383999,Starr County,49.84389039
TX,48429,1384000,Stephens County,10.73915017
TX,48431,1384001,Sterling County,1.237748402
TX,48433,1384002,Stonewall County,1.626081917
TX,48435,1384003,Sutton County,2.839209148
TX,48437,1384004,Swisher County,8.823142832
TX,48439,1384005,Tarrant County,2094.739743
TX,48441,1384006,Taylor County,143.635752
TX,48443,1384007,Terrell County,0.417298198
TX,48445,1384008,Terry County,14.23317384
TX,48447,1384009,Throckmorton County,1.798253689
TX,48449,1384010,Titus County,79.62980293
TX,48451,1384011,Tom Green County,72.42183168
TX,48453,1384012,Travis County,1034.401062
TX,48455,1384013,Trinity County,21.02772748
TX,48457,1384014,Tyler County,23.54351158
TX,48459,1384015,Upshur County,67.43151607
TX,48461,1384016,Upton County,2.702759312
TX,48463,1384017,Uvalde County,17.01412291
TX,48465,1384018,Val Verde County,15.54304794
TX,48467,1384019,Van Zandt County,62.40408661
TX,48469,1384020,Victoria County,98.38880998
TX,48471,1384021,Walker County,86.53874356
TX,48473,1384022,Waller County,84.14973804
TX,48475,1384023,Ward County,12.75487613
TX,48477,1384024,Washington County,55.82875517
TX,48479,1384025,Webb County,74.46239486
TX,48481,1384026,Wharton County,38.0058003
TX,48483,1384027,Wheeler County,5.915652203
TX,48485,1384028,Wichita County,209.4696197
TX,48487,1384029,Wilbarger County,13.94147772
TX,48489,1384030,Willacy County,37.4800611
TX,48491,1384031,Williamson County,377.9646482
TX,48493,1384032,Wilson County,53.39833004
TX,48495,1384033,Winkler County,8.453145676
TX,48497,1384034,Wise County,65.37545526
TX,48499,1384035,Wood County,65.03687034
TX,48501,1384036,Yoakum County,9.852346106
TX,48503,1384037,Young County,20.28501817
TX,48505,1384038,Zapata County,14.04029599
TX,48507,1384039,Zavala County,9.000266686
UT,49001,1448015,Beaver County,2.55957805
UT,49003,1455966,Box Elder County,8.698034357
UT,49005,1448017,Cache County,96.71595355
UT,49007,1448018,Carbon County,14.47622681
UT,49009,1448019,Daggett County,1.519414502
UT,49011,1448020,Davis County,1025.77499
UT,49013,1448021,Duchesne County,5.74122671
UT,49015,1448022,Emery County,2.459710366
UT,49017,1448023,Garfield County,0.999396922
UT,49019,1448024,Grand County,2.512567604
UT,49021,1448025,Iron County,14.00287137
UT,49023,1455158,Juab County,3.020389249
UT,49025,1448026,Kane County,1.785611803
UT,49027,1448027,Millard County,1.902341982
UT,49029,1448028,Morgan County,15.54343758
UT,49031,1448029,Piute County,2.053336606
UT,49033,1448030,Rich County,2.200675561
UT,49035,1448031,Salt Lake County,1387.148011
UT,49037,1448032,San Juan County,1.885680643
UT,49039,1448033,Sanpete County,17.49644059
UT,49041,1448034,Sevier County,10.88781033
UT,49043,1448035,Summit County,19.40683182
UT,49045,1448036,Tooele County,8.387126888
UT,49047,1448037,Uintah County,7.274605648
UT,49049,1448038,Utah County,257.836716
UT,49051,1448039,Wasatch County,20.01699701
UT,49053,1448040,Washington County,56.92276243
UT,49055,1448041,Wayne County,1.128958059
UT,49057,1448042,Weber County,401.3928524
VT,50001,1461757,Addison County,48.04880436
VT,50003,1461758,Bennington County,55.00162968
VT,50005,1461759,Caledonia County,48.12564729
VT,50007,1461760,Chittenden County,291.7469594
VT,50009,1461761,Essex County,9.502741117
VT,50011,1461762,Franklin County,75.34408701
VT,50013,1461763,Grand Isle County,85.19636724
VT,50015,1461764,Lamoille County,53.34603321
VT,50017,1461765,Orange County,42.11733643
VT,50019,1461766,Orleans County,39.27918208
VT,50021,1461767,Rutland County,66.29448034
VT,50023,1461768,Washington County,86.62855247
VT,50025,1461769,Windham County,56.68243549
VT,50027,1461770,Windsor County,58.46263993
VA,51001,1480091,Accomack County,73.78041184
VA,51003,1675170,Albemarle County,137.3252042
VA,51005,1673675,Alleghany County,36.47939083
VA,51007,1497770,Amelia County,35.71941261
VA,51009,1480095,Amherst County,68.26477948
VA,51011,1497238,Appomattox County,44.89735947
VA,51013,1480097,Arlington County,7993.647494
VA,51015,1480098,Augusta County,76.26688342
VA,51017,1673638,Bath County,8.94061887
VA,51019,1674818,Bedford County,91.20064381
VA,51021,1494613,Bland County,19.07610595
VA,51023,1674418,Botetourt County,61.24884978
VA,51025,1493961,Brunswick County,30.79270824
VA,51027,1497431,Buchanan County,47.93113256
VA,51029,1501502,Buckingham County,29.57956171
VA,51031,1674917,Campbell County,108.8422143
VA,51033,1480107,Caroline County,54.1124105
VA,51035,1480108,Carroll County,63.28761929
VA,51036,1480109,Charles City County,39.68996319
VA,51037,1492442,Charlotte County,26.48173358
VA,51041,1480111,Chesterfield County,747.0782925
VA,51043,1690562,Clarke County,79.65852523
VA,51045,1673664,Craig County,15.74951295
VA,51047,1497831,Culpeper County,123.1139613
VA,51049,1494109,Cumberland County,33.79266526
VA,51051,1497376,Dickenson County,48.11334455
VA,51053,1690739,Dinwiddie County,55.58886357
VA,51057,1480118,Essex County,43.368349
VA,51059,1480119,Fairfax County,2766.782021
VA,51061,1480120,Fauquier County,100.7075461
VA,51063,1494354,Floyd County,40.1635035
VA,51065,1494061,Fluvanna County,89.82710092
VA,51067,1494434,Franklin County,81.33963669
VA,51069,1480124,Frederick County,189.3730532
VA,51071,1494551,Giles County,48.5860684
VA,51073,1480126,Gloucester County,169.2232114
VA,51075,1674271,Goochland County,77.17072651
VA,51077,1501196,Grayson County,35.12862554
VA,51079,1480129,Greene County,117.7822152
VA,51081,1501122,Greensville County,41.46992474
VA,51083,1496705,Halifax County,44.31312275
VA,51085,1480132,Hanover County,213.1383714
VA,51087,1480133,Henrico County,1313.388704
VA,51089,1502770,Henry County,141.6327086
VA,51091,1673774,Highland County,5.590669531
VA,51093,1702378,Isle of Wight County,111.7511375
VA,51095,1480135,James City County,470.4465834
VA,51097,1480136,King and Queen County,22.03796432
VA,51099,1480137,King George County,131.2877152
VA,51101,1480138,King William County,58.16945985
VA,51103,1480139,Lancaster County,85.48592871
VA,51105,1496538,Lee County,58.75072902
VA,51107,1480141,Loudoun County,605.7692494
VA,51109,1494707,Louisa County,66.80032239
VA,51111,1492239,Lunenburg County,29.91547038
VA,51113,1494590,Madison County,41.49892573
VA,51115,1480145,Mathews County,104.4816069
VA,51117,1500747,Mecklenburg County,52.32259766
VA,51119,1480147,Middlesex County,84.10203674
VA,51121,1674630,Montgomery County,243.8981536
VA,51125,1500936,Nelson County,31.89934927
VA,51127,1480150,New Kent County,87.87053769
VA,51131,1480151,Northampton County,58.54582916
VA,51133,1480152,Northumberland County,64.45542225
VA,51135,1493928,Nottoway County,50.42431105
VA,51137,1494761,Orange County,98.24727172
VA,51139,1500440,Page County,77.34127699
VA,51141,1497999,Patrick County,38.27396625
VA,51143,1480157,Pittsylvania County,65.54165837
VA,51145,1674225,Powhatan County,107.7776198
VA,51147,1492359,Prince Edward County,66.77334553
VA,51149,1480160,Prince George County,134.7325149
VA,51153,1480161,Prince William County,1195.004786
VA,51155,1501465,Pulaski County,109.0233791
VA,51157,1673976,Rappahannock County,27.69441116
VA,51159,1480164,Richmond County,48.32577862
VA,51161,1480165,Roanoke County,368.7399708
VA,51163,1480166,Rockbridge County,37.33026752
VA,51165,1488970,Rockingham County,89.87782156
VA,51167,1497573,Russell County,60.98703733
VA,51169,1498172,Scott County,43.27862118
VA,51171,1673918,Shenandoah County,82.53730522
VA,51173,1500545,Smyth County,71.42603697
VA,51175,1480171,Southampton County,30.99416669
VA,51177,1480172,Spotsylvania County,304.8523522
VA,51179,1480173,Stafford County,479.4873511
VA,51181,1480174,Surry County,25.30211616
VA,51183,1690257,Sussex County,24.65627677
VA,51185,1497748,Tazewell County,86.88127113
VA,51187,1674058,Warren County,176.0241726
VA,51191,1498359,Washington County,97.82254111
VA,51193,1480179,Westmoreland County,76.09373297
VA,51195,1496656,Wise County,102.8103445
VA,51197,1501379,Wythe County,63.30333634
VA,51199,1480182,York County,624.7757206
VA,51510,1498415,Alexandria city,9314.300925
VA,51515,1793650,Bedford city,904.623437
VA,51520,1498416,Bristol city,1370.552524
VA,51530,1498417,Buena Vista city,991.9451074
VA,51540,1789068,Charlottesville city,4246.434851
VA,51550,1498558,Chesapeake city,652.0217136
VA,51570,1498420,Colonial Heights city,2315.292553
VA,51580,1789069,Covington city,1090.160936
VA,51590,1498421,Danville city,1002.818279
VA,51595,1498422,Emporia city,859.7331012
VA,51600,1789070,Fairfax city,3616.765507
VA,51610,1498423,Falls Church city,6169.084542
VA,51620,1498424,Franklin city,1045.820132
VA,51630,1498425,Fredericksburg city,2326.245211
VA,51640,1498426,Galax city,854.6116505
VA,51650,1498554,Hampton city,2673.176045
VA,51660,1498563,Harrisonburg city,2808.244345
VA,51670,1498428,Hopewell city,2197.995719
VA,51678,1789071,Lexington city,2820.184221
VA,51680,1498429,Lynchburg city,1538.185963
VA,51683,1498430,Manassas city,3827.649023
VA,51685,1498431,Manassas Park city,5632.596685
VA,51690,1789072,Martinsville city,1261.500548
VA,51700,1498555,Newport News city,2630.017173
VA,51710,1498557,Norfolk city,4486.382114
VA,51720,1498434,Norton city,529.0736533
VA,51730,1498435,Petersburg city,1413.744985
VA,51735,1498436,Poquoson city,793.2362734
VA,51740,1498556,Portsmouth city,2838.825662
VA,51750,1498438,Radford city,1662.074554
VA,51760,1789073,Richmond city,3414.664326
VA,51770,1498439,Roanoke city,2279.780086
VA,51775,1789074,Salem city,1717.946942
VA,51790,1789075,Staunton city,1188.785982
VA,51800,1498560,Suffolk city,211.373723
VA,51810,1498559,Virginia Beach city,1758.899027
VA,51820,1498443,Waynesboro city,1396.768402
VA,51830,1789076,Williamsburg city,1559.29949
VA,51840,1789077,Winchester city,2837.97249
WA,53001,1531601,Adams County,9.728942357
WA,53003,1533502,Asotin County,33.98704522
WA,53005,1513302,Benton County,103.0223262
WA,53007,1531932,Chelan County,24.80821085
WA,53009,1531341,Clallam County,41.07622895
WA,53011,1531820,Clark County,676.2484817
WA,53013,1513273,Columbia County,4.694754608
WA,53015,1529156,Cowlitz County,89.82348427
WA,53017,1531818,Douglas County,21.12447671
WA,53019,1531821,Ferry County,3.427351362
WA,53021,1531822,Franklin County,62.92450878
WA,53023,1533500,Garfield County,3.188468606
WA,53025,1531924,Grant County,33.25977519
WA,53027,1531823,Grays Harbor County,38.27337887
WA,53029,1513272,Island County,376.6197007
WA,53031,1531936,Jefferson County,16.56151245
WA,53033,1531933,King County,912.8757978
WA,53035,1529223,Kitsap County,635.8747256
WA,53037,1531926,Kittitas County,17.8102627
WA,53039,1529219,Klickitat County,10.85761708
WA,53041,1531927,Lewis County,31.40292042
WA,53043,1514052,Lincoln County,4.574779246
WA,53045,1529221,Mason County,63.26654625
WA,53047,1531928,Okanogan County,7.805651428
WA,53049,1513274,Pacific County,22.43051579
WA,53051,1529157,Pend Oreille County,9.286501537
WA,53053,1529159,Pierce County,476.3229646
WA,53055,1531931,San Juan County,90.67072995
WA,53057,1531402,Skagit County,67.52587651
WA,53059,1529220,Skamania County,6.683670788
WA,53061,1529222,Snohomish County,341.7545285
WA,53063,1529225,Spokane County,267.1637399
WA,53065,1531930,Stevens County,17.56865562
WA,53067,1529226,Thurston County,349.4149961
WA,53069,1513275,Wahkiakum County,15.10393925
WA,53071,1531819,Walla Walla County,46.27955113
WA,53073,1529224,Whatcom County,95.46922264
WA,53075,1533501,Whitman County,20.73836663
WA,53077,1531929,Yakima County,56.62597814
WV,54001,1696996,Barbour County,48.63967818
WV,54003,1550008,Berkeley County,324.3705277
WV,54005,1550009,Boone County,49.10645747
WV,54007,1550010,Braxton County,28.43120365
WV,54009,1558262,Brooke County,269.8167143
WV,54011,1550012,Cabell County,342.7502865
WV,54013,1696945,Calhoun County,27.31254185
WV,54015,1550014,Clay County,27.4523109
WV,54017,1689476,Doddridge County,25.65369698
WV,54019,1560095,Fayette County,69.59262338
WV,54021,1689673,Gilmer County,25.68071775
WV,54023,1697238,Grant County,25.00560358
WV,54025,1557518,Greenbrier County,34.79901802
WV,54027,1718644,Hampshire County,37.42918771
WV,54029,1560574,Hancock County,371.3396845
WV,54031,1718557,Hardy County,24.08502658
WV,54033,1718426,Harrison County,166.1001712
WV,54035,1559963,Jackson County,62.90756071
WV,54037,1550025,Jefferson County,255.1959358
WV,54039,1550026,Kanawha County,214.1368498
WV,54041,1550027,Lewis County,42.53627613
WV,54043,1550028,Lincoln County,49.69808186
WV,54045,1550029,Logan County,80.97862859
WV,54047,1689162,McDowell County,41.45234096
WV,54049,1718173,Marion County,182.7392424
WV,54051,1717539,Marshall County,108.3943673
WV,54053,1560254,Mason County,63.43384067
WV,54055,1557645,Mercer County,148.6039146
WV,54057,1717890,Mineral County,86.05679773
WV,54059,1550036,Mingo County,63.432827
WV,54061,1550037,Monongalia County,267.1456582
WV,54063,1557702,Monroe County,28.56042915
WV,54065,1557950,Morgan County,76.57384327
WV,54067,1550040,Nicholas County,40.55662746
WV,54069,1717163,Ohio County,419.98677
WV,54071,1550042,Pendleton County,11.05525617
WV,54073,1678557,Pleasants County,58.45368669
WV,54075,1550044,Pocahontas County,9.272730367
WV,54077,1558642,Preston County,51.66421344
WV,54079,1550046,Putnam County,160.5177207
WV,54081,1550047,Raleigh County,130.2698765
WV,54083,1550048,Randolph County,28.28271364
WV,54085,1689049,Ritchie County,23.11771695
WV,54087,1550050,Roane County,30.8667123
WV,54089,1557805,Summers County,38.63674194
WV,54091,1689856,Taylor County,97.78840199
WV,54093,1689423,Tucker County,17.04613269
WV,54095,1678706,Tyler County,35.92748952
WV,54097,1696800,Upshur County,68.39086618
WV,54099,1550056,Wayne County,83.95769802
WV,54101,1550057,Webster County,16.53934826
WV,54103,1717836,Wetzel County,46.31307898
WV,54105,1678877,Wirt County,24.58829551
WV,54107,1560558,Wood County,237.4160432
WV,54109,1550061,Wyoming County,47.64412267
WI,55001,1581060,Adams County,32.331959
WI,55003,1581061,Ashland County,15.4607262
WI,55005,1581062,Barron County,53.16960141
WI,55007,1581063,Bayfield County,10.15926375
WI,55009,1581064,Brown County,468.1956852
WI,55011,1581065,Buffalo County,20.22973788
WI,55013,1581066,Burnett County,18.80761406
WI,55015,1581067,Calumet County,153.8826531
WI,55017,1581068,Chippewa County,61.89673861
WI,55019,1581069,Clark County,28.6738055
WI,55021,1581070,Columbia County,74.24016595
WI,55023,1581071,Crawford County,29.16622858
WI,55025,1581072,Dane County,407.6654703
WI,55027,1581073,Dodge County,101.3664525
WI,55029,1581074,Door County,57.64785945
WI,55031,1581075,Douglas County,33.86073232
WI,55033,1581076,Dunn County,51.59009769
WI,55035,1581077,Eau Claire County,154.7627445
WI,55037,1581078,Florence County,9.059904342
WI,55039,1581079,Fond du Lac County,141.2446338
WI,55041,1581080,Forest County,9.174936173
WI,55043,1581081,Grant County,44.6510395
WI,55045,1581082,Green County,63.09026178
WI,55047,1581083,Green Lake County,54.51912648
WI,55049,1581084,Iowa County,31.0616591
WI,55051,1581085,Iron County,7.80295816
WI,55053,1581086,Jackson County,20.70323573
WI,55055,1581087,Jefferson County,150.3861816
WI,55057,1581088,Juneau County,34.76741533
WI,55059,1581089,Kenosha County,611.8827898
WI,55061,1581090,Kewaunee County,60.06691619
WI,55063,1581091,La Crosse County,253.8002063
WI,55065,1581092,Lafayette County,26.57247296
WI,55067,1581093,Langlade County,22.94518975
WI,55069,1581094,Lincoln County,32.70066316
WI,55071,1581095,Manitowoc County,138.2523995
WI,55073,1581096,Marathon County,86.77312307
WI,55075,1581097,Marinette County,29.83463001
WI,55077,1581098,Marquette County,33.81021154
WI,55078,1581099,Menominee County,11.83418715
WI,55079,1581100,Milwaukee County,3925.961674
WI,55081,1581101,Monroe County,49.5939057
WI,55083,1581102,Oconto County,37.73592468
WI,55085,1581103,Oneida County,32.34408834
WI,55087,1581104,Outagamie County,277.158628
WI,55089,1581105,Ozaukee County,370.6714948
WI,55091,1581106,Pepin County,32.19632473
WI,55093,1581107,Pierce County,71.49305967
WI,55095,1581108,Polk County,48.36634346
WI,55097,1581109,Portage County,87.44952721
WI,55099,1581110,Price County,11.28768408
WI,55101,1581111,Racine County,587.6914656
WI,55103,1581112,Richland County,30.74463747
WI,55105,1581113,Rock County,223.2580743
WI,55107,1581114,Rusk County,16.15065922
WI,55109,1581833,St. Croix County,116.7681209
WI,55111,1581115,Sauk County,74.58882034
WI,55113,1581116,Sawyer County,13.16864245
WI,55115,1581117,Shawano County,46.97236571
WI,55117,1581118,Sheboygan County,225.9239338
WI,55119,1581119,Taylor County,21.22218621
WI,55121,1581120,Trempealeau County,39.31429195
WI,55123,1581121,Vernon County,37.61216505
WI,55125,1581122,Vilas County,25.01739427
WI,55127,1581123,Walworth County,184.1524552
WI,55129,1581124,Washburn County,19.96078348
WI,55131,1581125,Washington County,306.2133303
WI,55133,1581126,Waukesha County,709.4422225
WI,55135,1581127,Waupaca County,70.09373918
WI,55137,1581128,Waushara County,39.12142879
WI,55139,1581129,Winnebago County,384.3475179
WI,55141,1581130,Wood County,94.24724757
WY,56001,1605066,Albany County,8.493298766
WY,56003,1605067,Big Horn County,3.7193622
WY,56005,1605068,Campbell County,9.605620495
WY,56007,1605069,Carbon County,2.011376146
WY,56009,1605070,Converse County,3.25108822
WY,56011,1605071,Crook County,2.48142522
WY,56013,1605072,Fremont County,4.368882035
WY,56015,1605073,Goshen County,5.95356052
WY,56017,1605074,Hot Springs County,2.401087375
WY,56019,1609191,Johnson County,2.062755031
WY,56021,1605075,Laramie County,34.15525155
WY,56023,1605076,Lincoln County,4.441959516
WY,56025,1605077,Natrona County,14.12828218
WY,56027,1605078,Niobrara County,0.945912034
WY,56029,1605079,Park County,4.062904508
WY,56031,1605080,Platte County,4.158414131
WY,56033,1605081,Sheridan County,11.53568968
WY,56035,1605082,Sublette County,2.096986066
WY,56037,1609192,Sweetwater County,4.20134983
WY,56039,1605083,Teton County,5.329657086
WY,56041,1605084,Uinta County,10.14671853
WY,56043,1605085,Washakie County,3.81184419
WY,56045,1605086,Weston County,3.005726643
PR,72001,1804480,Adjuntas Municipio,292.14275
PR,72003,1804481,Aguada Municipio,1360.053159
PR,72005,1804482,Aguadilla Municipio,1668.509951
PR,72007,1804483,Aguas Buenas Municipio,952.6009639
PR,72009,1804484,Aibonito Municipio,827.1853342
PR,72011,1804485,A±asco Municipio,744.8389971
PR,72013,1804486,Arecibo Municipio,765.7189135
PR,72015,1804487,Arroyo Municipio,1304.304371
PR,72017,1804488,Barceloneta Municipio,1327.55577
PR,72019,1804489,Barranquitas Municipio,885.1195516
PR,72021,1804490,Bayam?n Municipio,4695.334356
PR,72023,1804491,Cabo Rojo Municipio,723.52005
PR,72025,1804492,Caguas Municipio,2438.571941
PR,72027,1804493,Camuy Municipio,758.4726567
PR,72029,1804494,Can?vanas Municipio,1449.809828
PR,72031,1804495,Carolina Municipio,3900.222855
PR,72033,1804496,Cata±o Municipio,5808.049536
PR,72035,1804497,Cayey Municipio,926.5413794
PR,72037,1804498,Ceiba Municipio,469.4678836
PR,72039,1804499,Ciales Municipio,282.3129763
PR,72041,1804500,Cidra Municipio,1207.073651
PR,72043,1804501,Coamo Municipio,519.3047224
PR,72045,1804502,Comer?o Municipio,731.593958
PR,72047,1804503,Corozal Municipio,872.4308834
PR,72049,1804504,Culebra Municipio,156.4005506
PR,72051,1804505,Dorado Municipio,1652.951622
PR,72053,1804506,Fajardo Municipio,1238.71551
PR,72054,1804507,Florida Municipio,833.7168782
PR,72055,1804508,Guﬂnica Municipio,524.3454791
PR,72057,1804509,Guayama Municipio,697.9628262
PR,72059,1804510,Guayanilla Municipio,510.5512184
PR,72061,1804511,Guaynabo Municipio,3550.672613
PR,72063,1804512,Gurabo Municipio,1626.88708
PR,72065,1804513,Hatillo Municipio,1004.116704
PR,72067,1804514,Hormigueros Municipio,1520.627645
PR,72069,1804515,Humacao Municipio,1306.356832
PR,72071,1804516,Isabela Municipio,825.0940257
PR,72073,1804517,Jayuya Municipio,373.7004019
PR,72075,1804518,Juana D?az Municipio,841.8965775
PR,72077,1804519,Juncos Municipio,1521.008721
PR,72079,1804520,Lajas Municipio,429.55315
PR,72081,1804521,Lares Municipio,500.455655
PR,72083,1804522,Las Mar?as Municipio,213.1363244
PR,72085,1804523,Las Piedras Municipio,1141.528926
PR,72087,1804524,Lo?za Municipio,1552.204895
PR,72089,1804525,Luquillo Municipio,777.497966
PR,72091,1804526,Manat? Municipio,977.5084205
PR,72093,1804527,Maricao Municipio,171.3677197
PR,72095,1804528,Maunabo Municipio,580.3189974
PR,72097,1804529,Mayag?ez Municipio,1147.272844
PR,72099,1804530,Moca Municipio,796.6987129
PR,72101,1804531,Morovis Municipio,838.9287644
PR,72103,1804532,Naguabo Municipio,517.2180175
PR,72105,1804533,Naranjito Municipio,1109.52155
PR,72107,1804534,Orocovis Municipio,368.1703867
PR,72109,1804535,Patillas Municipio,412.7925652
PR,72111,1804536,Pe±uelas Municipio,544.2320192
PR,72113,1804537,Ponce Municipio,1449.321204
PR,72115,1804538,Quebradillas Municipio,1142.661905
PR,72117,1804539,Rinc?n Municipio,1063.829787
PR,72119,1804540,R?o Grande Municipio,895.7656335
PR,72121,1804541,Sabana Grande Municipio,705.0763263
PR,72123,1804542,Salinas Municipio,448.0357529
PR,72125,1804543,San Germﬂn Municipio,651.8954824
PR,72127,1804544,San Juan Municipio,8262.294397
PR,72129,1804545,San Lorenzo Municipio,773.1038638
PR,72131,1804546,San Sebastiﬂn Municipio,602.5020235
PR,72133,1804547,Santa Isabel Municipio,684.0666608
PR,72135,1804548,Toa Alta Municipio,2741.560557
