geoid,county_name,median_income_dollars,mean_income_dollars
48149,"Fayette County, Texas",47285,63863
48151,"Fisher County, Texas",43724,60270
48153,"Floyd County, Texas",35967,47124
48155,"Foard County, Texas",31006,42508
48157,"Fort Bend County, Texas",82571,103122
48159,"Franklin County, Texas",47500,68608
48161,"Freestone County, Texas",45816,61048
48163,"Frio County, Texas",37769,50527
48165,"Gaines County, Texas",47157,66606
48167,"Galveston County, Texas",59645,78367
48169,"Garza County, Texas",42883,50562
48171,"Gillespie County, Texas",54843,66646
48173,"Glasscock County, Texas",72188,89362
48175,"Goliad County, Texas",51389,67206
48177,"Gonzales County, Texas",38623,51271
48179,"Gray County, Texas",42845,58545
48181,"Grayson County, Texas",46993,60850
48183,"Gregg County, Texas",44608,61045
48185,"Grimes County, Texas",40509,57211
48187,"Guadalupe County, Texas",61608,72324
48189,"Hale County, Texas",39335,51496
48191,"Hall County, Texas",32059,48645
48193,"Hamilton County, Texas",40757,55606
48195,"Hansford County, Texas",52610,61325
48197,"Hardeman County, Texas",36568,47199
48199,"Hardin County, Texas",54588,66662
48201,"Harris County, Texas",52675,77074
48203,"Harrison County, Texas",45357,60402
48205,"Hartley County, Texas",69414,86459
48207,"Haskell County, Texas",39578,54103
48209,"Hays County, Texas",58247,74507
48211,"Hemphill County, Texas",54360,75195
48213,"Henderson County, Texas",41242,55716
48215,"Hidalgo County, Texas",32479,47513
48217,"Hill County, Texas",39944,53249
48219,"Hockley County, Texas",48201,60292
48221,"Hood County, Texas",54002,74113
48223,"Hopkins County, Texas",42844,55744
48225,"Houston County, Texas",32437,50611
48227,"Howard County, Texas",41887,54491
48229,"Hudspeth County, Texas",22634,36177
48231,"Hunt County, Texas",45253,59321
48233,"Hutchinson County, Texas",44120,56307
48235,"Irion County, Texas",45250,72429
48237,"Jack County, Texas",46136,60063
48239,"Jackson County, Texas",50010,66418
48241,"Jasper County, Texas",40099,51205
48243,"Jeff Davis County, Texas",49149,57638
48245,"Jefferson County, Texas",42883,59917
48247,"Jim Hogg County, Texas",36752,46696
48249,"Jim Wells County, Texas",37413,52385
48251,"Johnson County, Texas",55970,69914
48253,"Jones County, Texas",37872,49032
48255,"Karnes County, Texas",39297,55750
48257,"Kaufman County, Texas",60575,70861
48259,"Kendall County, Texas",72092,96334
48261,"Kenedy County, Texas",45625,40520
48263,"Kent County, Texas",43750,49098
48265,"Kerr County, Texas",44529,61285
48267,"Kimble County, Texas",43653,57584
48269,"King County, Texas",61250,88809
48271,"Kinney County, Texas",25703,40139
48273,"Kleberg County, Texas",37222,52700
48275,"Knox County, Texas",32646,43822
48277,"Lamar County, Texas",40050,53142
48279,"Lamb County, Texas",35589,48357
48281,"Lampasas County, Texas",48760,65577
48283,"La Salle County, Texas",25313,43907
48285,"Lavaca County, Texas",43570,57175
48287,"Lee County, Texas",45754,61151
48289,"Leon County, Texas",42150,57217
48291,"Liberty County, Texas",47460,58807
48293,"Limestone County, Texas",42851,53476
48295,"Lipscomb County, Texas",55457,67209
48297,"Live Oak County, Texas",45276,57313
48299,"Llano County, Texas",41837,69339
48301,"Loving County, Texas",78125,76089
48303,"Lubbock County, Texas",43983,60854
48305,"Lynn County, Texas",46456,53368
48307,"McCulloch County, Texas",37861,53409
48309,"McLennan County, Texas",41656,57693
48311,"McMullen County, Texas",29500,48849
48313,"Madison County, Texas",37437,51638
48315,"Marion County, Texas",31903,45055
48317,"Martin County, Texas",42050,59357
48319,"Mason County, Texas",41462,60587
48321,"Matagorda County, Texas",43962,61743
48323,"Maverick County, Texas",29504,43636
48325,"Medina County, Texas",50101,62680
48327,"Menard County, Texas",41923,52571
48329,"Midland County, Texas",57807,85353
48331,"Milam County, Texas",39751,55511
48333,"Mills County, Texas",38138,52714
48335,"Mitchell County, Texas",41281,52647
48337,"Montague County, Texas",43509,57029
48339,"Montgomery County, Texas",66657,90896
48341,"Moore County, Texas",48394,56053
48343,"Morris County, Texas",39698,49771
48345,"Motley County, Texas",33281,41722
48347,"Nacogdoches County, Texas",35378,50719
48349,"Navarro County, Texas",41074,55669
48351,"Newton County, Texas",38409,51687
48353,"Nolan County, Texas",37177,50061
48355,"Nueces County, Texas",44815,62671
48357,"Ochiltree County, Texas",49794,60583
48359,"Oldham County, Texas",57054,70734
48361,"Orange County, Texas",48833,61113
48363,"Palo Pinto County, Texas",40385,55912
48365,"Panola County, Texas",48088,61786
48367,"Parker County, Texas",63725,81726
48369,"Parmer County, Texas",40926,52731
48371,"Pecos County, Texas",40925,56140
48373,"Polk County, Texas",36073,47419
48375,"Potter County, Texas",37766,51549
48377,"Presidio County, Texas",28724,38716
48379,"Rains County, Texas",45168,53825
48381,"Randall County, Texas",57121,72905
48383,"Reagan County, Texas",58491,68600
48385,"Real County, Texas",25870,36855
48387,"Red River County, Texas",36969,44836
48389,"Reeves County, Texas",35552,45340
48391,"Refugio County, Texas",42470,54418
48393,"Roberts County, Texas",61042,83249
48395,"Robertson County, Texas",38397,56179
48397,"Rockwall County, Texas",82146,99139
48399,"Runnels County, Texas",38556,52383
48401,"Rusk County, Texas",46438,61038
48403,"Sabine County, Texas",33109,44498
48405,"San Augustine County, Texas",26841,41034
48407,"San Jacinto County, Texas",48750,61321
48409,"San Patricio County, Texas",48389,60785
48411,"San Saba County, Texas",38675,52546
48413,"Schleicher County, Texas",46058,59790
48415,"Scurry County, Texas",46380,61874
48417,"Shackelford County, Texas",44647,55881
48419,"Shelby County, Texas",34164,53593
48421,"Sherman County, Texas",49135,60699
48423,"Smith County, Texas",46615,67081
48425,"Somervell County, Texas",48401,65055
48427,"Starr County, Texas",25598,41598
48429,"Stephens County, Texas",37400,48662
48431,"Sterling County, Texas",41944,49071
48433,"Stonewall County, Texas",47083,58640
48435,"Sutton County, Texas",55122,73369
48437,"Swisher County, Texas",38988,49510
48439,"Tarrant County, Texas",56178,75485
48441,"Taylor County, Texas",43065,57673
48443,"Terrell County, Texas",41417,49422
48445,"Terry County, Texas",35485,60149
48447,"Throckmorton County, Texas",40380,49069
48449,"Titus County, Texas",39886,53120
48451,"Tom Green County, Texas",43465,58187
48453,"Travis County, Texas",55452,80814
48455,"Trinity County, Texas",38138,50358
48457,"Tyler County, Texas",35847,49716
48459,"Upshur County, Texas",46734,59763
48461,"Upton County, Texas",52455,62323
48463,"Uvalde County, Texas",34456,48686
48465,"Val Verde County, Texas",38747,50900
48467,"Van Zandt County, Texas",42359,53560
48469,"Victoria County, Texas",49676,64281
48471,"Walker County, Texas",36885,50545
48473,"Waller County, Texas",50609,66096
48475,"Ward County, Texas",41939,55843
48477,"Washington County, Texas",45320,63310
48479,"Webb County, Texas",37868,51645
48481,"Wharton County, Texas",43689,58536
48483,"Wheeler County, Texas",48000,69703
48485,"Wichita County, Texas",44786,61233
48487,"Wilbarger County, Texas",40050,53456
48489,"Willacy County, Texas",22894,37369
48491,"Williamson County, Texas",71346,83790
48493,"Wilson County, Texas",62689,75240
48495,"Winkler County, Texas",44573,54958
48497,"Wise County, Texas",57511,71339
48499,"Wood County, Texas",41260,56956
48501,"Yoakum County, Texas",48173,60933
48503,"Young County, Texas",39898,61542
48505,"Zapata County, Texas",26009,46334
48507,"Zavala County, Texas",23952,35920
49001,"Beaver County, Utah",43225,53149
49003,"Box Elder County, Utah",55588,64124
49005,"Cache County, Utah",48338,62603
49007,"Carbon County, Utah",43659,53842
49009,"Daggett County, Utah",44750,55364
49011,"Davis County, Utah",69147,83006
49013,"Duchesne County, Utah",55790,66509
49015,"Emery County, Utah",50800,57454
49017,"Garfield County, Utah",46029,55556
49019,"Grand County, Utah",42004,51971
49021,"Iron County, Utah",42226,50996
49023,"Juab County, Utah",54000,61047
49025,"Kane County, Utah",45439,60812
49027,"Millard County, Utah",47062,58379
49029,"Morgan County, Utah",76472,83374
49031,"Piute County, Utah",36667,45190
49033,"Rich County, Utah",53924,69409
49035,"Salt Lake County, Utah",59168,74668
49037,"San Juan County, Utah",37611,48389
49039,"Sanpete County, Utah",44799,55321
49041,"Sevier County, Utah",44731,54905
49043,"Summit County, Utah",84752,112646
49045,"Tooele County, Utah",63228,71092
49047,"Uintah County, Utah",62450,72482
49049,"Utah County, Utah",59338,73696
49051,"Wasatch County, Utah",64651,81616
49053,"Washington County, Utah",50307,62844
49055,"Wayne County, Utah",49847,57244
49057,"Weber County, Utah",54666,66407
50001,"Addison County, Vermont",57203,70507
50003,"Bennington County, Vermont",48083,65831
50005,"Caledonia County, Vermont",44433,56449
50007,"Chittenden County, Vermont",62260,80033
50009,"Essex County, Vermont",37679,46190
50011,"Franklin County, Vermont",55181,65217
50013,"Grand Isle County, Vermont",59566,76459
50015,"Lamoille County, Vermont",53368,66405
50017,"Orange County, Vermont",52407,63455
50019,"Orleans County, Vermont",40929,50449
50021,"Rutland County, Vermont",48190,61062
50023,"Washington County, Vermont",57163,68381
50025,"Windham County, Vermont",48953,63812
50027,"Windsor County, Vermont",53129,68840
51001,"Accomack County, Virginia",41595,55531
51003,"Albemarle County, Virginia",65934,94672
51005,"Alleghany County, Virginia",44329,53691
51007,"Amelia County, Virginia",51540,62092
51009,"Amherst County, Virginia",44383,54715
51011,"Appomattox County, Virginia",47992,54841
51013,"Arlington County, Virginia",99651,128300
51015,"Augusta County, Virginia",51719,61165
51017,"Bath County, Virginia",52500,62413
51019,"Bedford County, Virginia",56021,69611
51021,"Bland County, Virginia",42864,52534
51023,"Botetourt County, Virginia",65633,77088
51025,"Brunswick County, Virginia",34170,45414
51027,"Buchanan County, Virginia",30606,41826
51029,"Buckingham County, Virginia",36378,46969
51031,"Campbell County, Virginia",45992,55468
51033,"Caroline County, Virginia",58707,69849
51035,"Carroll County, Virginia",35841,44831
51036,"Charles City County, Virginia",47093,61404
51037,"Charlotte County, Virginia",37173,45511
51041,"Chesterfield County, Virginia",72886,88734
51043,"Clarke County, Virginia",77048,96710
51045,"Craig County, Virginia",54120,64744
51047,"Culpeper County, Virginia",66458,76510
51049,"Cumberland County, Virginia",45184,54179
51051,"Dickenson County, Virginia",30556,40335
51053,"Dinwiddie County, Virginia",50583,62920
51057,"Essex County, Virginia",44581,54377
51059,"Fairfax County, Virginia",108439,136537
51061,"Fauquier County, Virginia",87958,112596
51063,"Floyd County, Virginia",40761,50415
51065,"Fluvanna County, Virginia",68615,77110
51067,"Franklin County, Virginia",47606,58858
51069,"Frederick County, Virginia",66440,78467
51071,"Giles County, Virginia",43012,53072
51073,"Gloucester County, Virginia",62067,74156
51075,"Goochland County, Virginia",81288,128903
51077,"Grayson County, Virginia",31599,46892
51079,"Greene County, Virginia",58550,69267
51081,"Greensville County, Virginia",42000,58658
51083,"Halifax County, Virginia",34889,49797
51085,"Hanover County, Virginia",77506,93457
51087,"Henrico County, Virginia",61206,81012
51089,"Henry County, Virginia",33695,45214
51091,"Highland County, Virginia",43045,53479
51093,"Isle of Wight County, Virginia",64925,78247
51095,"James City County, Virginia",75938,97030
51097,"King and Queen County, Virginia",48170,61189
51099,"King George County, Virginia",82173,92954
51101,"King William County, Virginia",64982,72677
51103,"Lancaster County, Virginia",46625,62143
51105,"Lee County, Virginia",32588,40487
51107,"Loudoun County, Virginia",120096,138337
51109,"Louisa County, Virginia",56502,69601
51111,"Lunenburg County, Virginia",35210,45648
51113,"Madison County, Virginia",59734,69041
51115,"Mathews County, Virginia",54118,70050
51117,"Mecklenburg County, Virginia",36069,47641
51119,"Middlesex County, Virginia",53615,74157
51121,"Montgomery County, Virginia",44231,60238
51125,"Nelson County, Virginia",47426,59358
51127,"New Kent County, Virginia",71198,86877
51131,"Northampton County, Virginia",36965,54184
51133,"Northumberland County, Virginia",51256,63356
51135,"Nottoway County, Virginia",37507,51339
51137,"Orange County, Virginia",56837,69315
51139,"Page County, Virginia",43435,56367
51141,"Patrick County, Virginia",36057,43945
51143,"Pittsylvania County, Virginia",40333,50671
51145,"Powhatan County, Virginia",76235,89843
51147,"Prince Edward County, Virginia",36789,50896
51149,"Prince George County, Virginia",62924,74564
51153,"Prince William County, Virginia",95531,111496
51155,"Pulaski County, Virginia",40987,50150
51157,"Rappahannock County, Virginia",64113,92277
51159,"Richmond County, Virginia",46456,58993
51161,"Roanoke County, Virginia",62895,75634
51163,"Rockbridge County, Virginia",45489,54658
51165,"Rockingham County, Virginia",51775,67817
51167,"Russell County, Virginia",32555,44432
51169,"Scott County, Virginia",35846,47603
51171,"Shenandoah County, Virginia",50535,60982
51173,"Smyth County, Virginia",34533,47753
51175,"Southampton County, Virginia",46733,57281
51177,"Spotsylvania County, Virginia",78299,90973
51179,"Stafford County, Virginia",94658,107626
51181,"Surry County, Virginia",53505,59424
51183,"Sussex County, Virginia",40088,46978
51185,"Tazewell County, Virginia",36436,46236
51187,"Warren County, Virginia",61379,77301
51191,"Washington County, Virginia",41526,59803
51193,"Westmoreland County, Virginia",52258,62662
51195,"Wise County, Virginia",34717,47354
51197,"Wythe County, Virginia",40920,55258
51199,"York County, Virginia",83747,98333
51510,"Alexandria city, Virginia",82899,112848
51515,"Bedford city, Virginia",34647,46758
51520,"Bristol city, Virginia",32122,42570
51530,"Buena Vista city, Virginia",35426,44071
51540,"Charlottesville city, Virginia",43980,61333
51550,"Chesapeake city, Virginia",70115,82844
51570,"Colonial Heights city, Virginia",51396,65710
51580,"Covington city, Virginia",36242,49596
51590,"Danville city, Virginia",31011,42333
51595,"Emporia city, Virginia",30481,43151
51600,"Fairfax city, Virginia",99300,118489
51610,"Falls Church city, Virginia",120332,141969
51620,"Franklin city, Virginia",33956,46156
51630,"Fredericksburg city, Virginia",44498,67944
51640,"Galax city, Virginia",24711,39177
51650,"Hampton city, Virginia",51083,61153
51660,"Harrisonburg city, Virginia",37850,51661
51670,"Hopewell city, Virginia",36477,46063
51678,"Lexington city, Virginia",33670,53127
51680,"Lynchburg city, Virginia",37733,56010
51683,"Manassas city, Virginia",73091,86667
51685,"Manassas Park city, Virginia",70137,82838
51690,"Martinsville city, Virginia",32440,44300
51700,"Newport News city, Virginia",50942,63060
51710,"Norfolk city, Virginia",43914,60265
51720,"Norton city, Virginia",36944,52757
51730,"Petersburg city, Virginia",36289,44891
51735,"Poquoson city, Virginia",86611,101153
51740,"Portsmouth city, Virginia",46340,57083
51750,"Radford city, Virginia",29101,44570
51760,"Richmond city, Virginia",39201,60887
51770,"Roanoke city, Virginia",37753,49978
51775,"Salem city, Virginia",48050,65654
51790,"Staunton city, Virginia",42757,54595
51800,"Suffolk city, Virginia",65351,77893
51810,"Virginia Beach city, Virginia",65910,82073
51820,"Waynesboro city, Virginia",43605,57428
51830,"Williamsburg city, Virginia",50742,68671
51840,"Winchester city, Virginia",46065,64396
53001,"Adams County, Washington",41219,51064
53003,"Asotin County, Washington",41993,56385
53005,"Benton County, Washington",59974,73327
53007,"Chelan County, Washington",49509,64399
53009,"Clallam County, Washington",46212,57350
53011,"Clark County, Washington",59051,73656
53013,"Columbia County, Washington",44038,56904
53015,"Cowlitz County, Washington",46461,59111
53017,"Douglas County, Washington",49707,62171
53019,"Ferry County, Washington",35684,48276
53021,"Franklin County, Washington",50731,60765
53023,"Garfield County, Washington",47379,59429
53025,"Grant County, Washington",44237,57382
53027,"Grays Harbor County, Washington",42729,54219
53029,"Island County, Washington",59328,71283
53031,"Jefferson County, Washington",46887,60900
53033,"King County, Washington",70567,93883
53035,"Kitsap County, Washington",61112,77146
53037,"Kittitas County, Washington",42769,57390
53039,"Klickitat County, Washington",38774,51399
53041,"Lewis County, Washington",44373,55050
53043,"Lincoln County, Washington",46765,57545
53045,"Mason County, Washington",48912,58220
53047,"Okanogan County, Washington",40537,50986
53049,"Pacific County, Washington",40599,51274
53051,"Pend Oreille County, Washington",38922,52139
53053,"Pierce County, Washington",58824,72808
53055,"San Juan County, Washington",51395,72785
53057,"Skagit County, Washington",55555,68726
53059,"Skamania County, Washington",52884,65770
53061,"Snohomish County, Washington",67777,81073
53063,"Spokane County, Washington",49257,63625
53065,"Stevens County, Washington",44354,54681
53067,"Thurston County, Washington",63129,74478
53069,"Wahkiakum County, Washington",41149,50143
53071,"Walla Walla County, Washington",46793,61414
53073,"Whatcom County, Washington",51389,64247
53075,"Whitman County, Washington",35409,52317
53077,"Yakima County, Washington",44419,57879
54001,"Barbour County, West Virginia",33158,44779
54003,"Berkeley County, West Virginia",52504,66465
54005,"Boone County, West Virginia",41359,52503
54007,"Braxton County, West Virginia",31686,42673
54009,"Brooke County, West Virginia",41441,54510
54011,"Cabell County, West Virginia",35691,51433
54013,"Calhoun County, West Virginia",26099,41314
54015,"Clay County, West Virginia",29105,41493
54017,"Doddridge County, West Virginia",32063,40263
54019,"Fayette County, West Virginia",32940,44400
54021,"Gilmer County, West Virginia",33309,46807
54023,"Grant County, West Virginia",40008,47856
54025,"Greenbrier County, West Virginia",35180,47884
54027,"Hampshire County, West Virginia",29001,38735
54029,"Hancock County, West Virginia",38369,53813
54031,"Hardy County, West Virginia",33060,44959
54033,"Harrison County, West Virginia",40556,52218
54035,"Jackson County, West Virginia",43191,53643
54037,"Jefferson County, West Virginia",65285,79541
54039,"Kanawha County, West Virginia",44265,61158
54041,"Lewis County, West Virginia",34617,47898
54043,"Lincoln County, West Virginia",31880,42644
54045,"Logan County, West Virginia",36562,46874
54047,"McDowell County, West Virginia",21967,31964
54049,"Marion County, West Virginia",39870,52370
54051,"Marshall County, West Virginia",37313,53204
54053,"Mason County, West Virginia",36468,48577
54055,"Mercer County, West Virginia",33704,45743
54057,"Mineral County, West Virginia",34691,47718
54059,"Mingo County, West Virginia",32794,45450
54061,"Monongalia County, West Virginia",41325,58074
54063,"Monroe County, West Virginia",39047,46043
54065,"Morgan County, West Virginia",36703,47727
54067,"Nicholas County, West Virginia",39636,51561
54069,"Ohio County, West Virginia",41188,57581
54071,"Pendleton County, West Virginia",32989,43488
54073,"Pleasants County, West Virginia",39052,48938
54075,"Pocahontas County, West Virginia",33816,41692
54077,"Preston County, West Virginia",43434,52028
54079,"Putnam County, West Virginia",53640,69787
54081,"Raleigh County, West Virginia",38596,51476
54083,"Randolph County, West Virginia",35560,46695
54085,"Ritchie County, West Virginia",34204,43350
54087,"Roane County, West Virginia",27772,37243
54089,"Summers County, West Virginia",32194,41528
54091,"Taylor County, West Virginia",39142,49921
54093,"Tucker County, West Virginia",36502,44040
54095,"Tyler County, West Virginia",36563,46060
54097,"Upshur County, West Virginia",37689,47805
54099,"Wayne County, West Virginia",36029,45158
54101,"Webster County, West Virginia",25990,38504
54103,"Wetzel County, West Virginia",37673,50380
54105,"Wirt County, West Virginia",37482,46255
54107,"Wood County, West Virginia",42257,55404
54109,"Wyoming County, West Virginia",36641,45106
55001,"Adams County, Wisconsin",41152,51179
55003,"Ashland County, Wisconsin",37900,47715
55005,"Barron County, Wisconsin",44806,54653
55007,"Bayfield County, Wisconsin",44190,54326
55009,"Brown County, Wisconsin",53353,67991
55011,"Buffalo County, Wisconsin",46073,54896
55013,"Burnett County, Wisconsin",40686,50178
55015,"Calumet County, Wisconsin",63395,74473
55017,"Chippewa County, Wisconsin",50239,60556
55019,"Clark County, Wisconsin",42756,52809
55021,"Columbia County, Wisconsin",57805,69350
55023,"Crawford County, Wisconsin",40933,51927
55025,"Dane County, Wisconsin",61913,78921
55027,"Dodge County, Wisconsin",53589,63065
55029,"Door County, Wisconsin",48680,61812
55031,"Douglas County, Wisconsin",44140,56374
55033,"Dunn County, Wisconsin",48342,57442
55035,"Eau Claire County, Wisconsin",46826,62136
55037,"Florence County, Wisconsin",43000,49842
55039,"Fond du Lac County, Wisconsin",52717,63696
55041,"Forest County, Wisconsin",38176,48898
55043,"Grant County, Wisconsin",45022,53887
55045,"Green County, Wisconsin",53933,66520
55047,"Green Lake County, Wisconsin",48937,61406
55049,"Iowa County, Wisconsin",55625,63928
55051,"Iron County, Wisconsin",37413,45499
55053,"Jackson County, Wisconsin",44106,53573
55055,"Jefferson County, Wisconsin",55615,65349
55057,"Juneau County, Wisconsin",45507,56535
55059,"Kenosha County, Wisconsin",54846,69828
55061,"Kewaunee County, Wisconsin",54783,62103
55063,"La Crosse County, Wisconsin",50510,63018
55065,"Lafayette County, Wisconsin",49850,57674
55067,"Langlade County, Wisconsin",42045,50277
55069,"Lincoln County, Wisconsin",47426,55433
55071,"Manitowoc County, Wisconsin",50181,60929
55073,"Marathon County, Wisconsin",54316,67203
55075,"Marinette County, Wisconsin",41574,53069
55077,"Marquette County, Wisconsin",45046,53810
55078,"Menominee County, Wisconsin",32017,44203
55079,"Milwaukee County, Wisconsin",43397,58199
55081,"Monroe County, Wisconsin",48306,58961
55083,"Oconto County, Wisconsin",49396,60834
55085,"Oneida County, Wisconsin",45184,58536
55087,"Outagamie County, Wisconsin",57190,69309
55089,"Ozaukee County, Wisconsin",75634,103624
55091,"Pepin County, Wisconsin",48717,58137
55093,"Pierce County, Wisconsin",61443,72555
55095,"Polk County, Wisconsin",49527,60417
55097,"Portage County, Wisconsin",51887,62931
55099,"Price County, Wisconsin",41458,50531
55101,"Racine County, Wisconsin",54356,68303
55103,"Richland County, Wisconsin",44326,52893
55105,"Rock County, Wisconsin",50532,60867
55107,"Rusk County, Wisconsin",38821,47572
55109,"St. Croix County, Wisconsin",68513,83254
55111,"Sauk County, Wisconsin",51121,61691
55113,"Sawyer County, Wisconsin",39228,53286
55115,"Shawano County, Wisconsin",45587,55636
55117,"Sheboygan County, Wisconsin",52993,64036
55119,"Taylor County, Wisconsin",45054,54445
55121,"Trempealeau County, Wisconsin",47437,58931
55123,"Vernon County, Wisconsin",44058,55164
55125,"Vilas County, Wisconsin",41195,56149
55127,"Walworth County, Wisconsin",55237,70174
55129,"Washburn County, Wisconsin",41135,52446
55131,"Washington County, Wisconsin",66476,79251
55133,"Waukesha County, Wisconsin",75845,94559
55135,"Waupaca County, Wisconsin",48604,57062
55137,"Waushara County, Wisconsin",43544,53404
55139,"Winnebago County, Wisconsin",51596,65996
55141,"Wood County, Wisconsin",47182,58911
56001,"Albany County, Wyoming",45760,61258
56003,"Big Horn County, Wyoming",52597,63740
56005,"Campbell County, Wyoming",78356,88899
56007,"Carbon County, Wyoming",58655,69713
56009,"Converse County, Wyoming",56673,67172
56011,"Crook County, Wyoming",49757,60383
56013,"Fremont County, Wyoming",48788,60692
56015,"Goshen County, Wyoming",42126,55314
56017,"Hot Springs County, Wyoming",43063,52228
56019,"Johnson County, Wyoming",55094,67781
56021,"Laramie County, Wyoming",54156,69320
56023,"Lincoln County, Wyoming",60543,68492
56025,"Natrona County, Wyoming",53519,72420
56027,"Niobrara County, Wyoming",44875,60379
56029,"Park County, Wyoming",50105,64607
56031,"Platte County, Wyoming",46171,56638
56033,"Sheridan County, Wyoming",51667,63469
56035,"Sublette County, Wyoming",79250,88958
56037,"Sweetwater County, Wyoming",72096,81114
56039,"Teton County, Wyoming",73627,109539
56041,"Uinta County, Wyoming",59851,70310
56043,"Washakie County, Wyoming",50177,69381
56045,"Weston County, Wyoming",55156,68155
72001,"Adjuntas Municipio, Puerto Rico",12975,20413
72003,"Aguada Municipio, Puerto Rico",14935,22756
72005,"Aguadilla Municipio, Puerto Rico",14779,24037
72007,"Aguas Buenas Municipio, Puerto Rico",13792,20800
72009,"Aibonito Municipio, Puerto Rico",15736,23442
72011,"Añasco Municipio, Puerto Rico",16291,21895
72013,"Arecibo Municipio, Puerto Rico",17089,25594
72015,"Arroyo Municipio, Puerto Rico",15551,22032
72017,"Barceloneta Municipio, Puerto Rico",16278,24622
72019,"Barranquitas Municipio, Puerto Rico",15117,20453
72021,"Bayamón Municipio, Puerto Rico",25248,33700
72023,"Cabo Rojo Municipio, Puerto Rico",15681,24775
72025,"Caguas Municipio, Puerto Rico",23177,34075
72027,"Camuy Municipio, Puerto Rico",16899,23062
72029,"Canóvanas Municipio, Puerto Rico",21849,30890
72031,"Carolina Municipio, Puerto Rico",28311,37944
72033,"Cataño Municipio, Puerto Rico",18193,28772
72035,"Cayey Municipio, Puerto Rico",20046,28456
72037,"Ceiba Municipio, Puerto Rico",19523,25669
72039,"Ciales Municipio, Puerto Rico",13936,18930
72041,"Cidra Municipio, Puerto Rico",23354,32297
72043,"Coamo Municipio, Puerto Rico",16347,23580
72045,"Comerío Municipio, Puerto Rico",12910,19867
72047,"Corozal Municipio, Puerto Rico",14641,20918
72049,"Culebra Municipio, Puerto Rico",17531,25776
72051,"Dorado Municipio, Puerto Rico",27701,44575
72053,"Fajardo Municipio, Puerto Rico",20176,27379
72054,"Florida Municipio, Puerto Rico",15693,19273
72055,"Guánica Municipio, Puerto Rico",12608,18330
72057,"Guayama Municipio, Puerto Rico",18593,25488
72059,"Guayanilla Municipio, Puerto Rico",15049,21248
72061,"Guaynabo Municipio, Puerto Rico",34661,55955
72063,"Gurabo Municipio, Puerto Rico",27834,38973
72065,"Hatillo Municipio, Puerto Rico",17847,24842
72067,"Hormigueros Municipio, Puerto Rico",19548,25725
72069,"Humacao Municipio, Puerto Rico",19404,29075
72071,"Isabela Municipio, Puerto Rico",13406,19857
72073,"Jayuya Municipio, Puerto Rico",17022,23623
72075,"Juana Díaz Municipio, Puerto Rico",16332,24115
72077,"Juncos Municipio, Puerto Rico",18579,27476
72079,"Lajas Municipio, Puerto Rico",14705,19038
72081,"Lares Municipio, Puerto Rico",12529,19150
72083,"Las Marías Municipio, Puerto Rico",15447,19990
72085,"Las Piedras Municipio, Puerto Rico",18327,27193
72087,"Loíza Municipio, Puerto Rico",18897,24503
72089,"Luquillo Municipio, Puerto Rico",19333,28873
72091,"Manatí Municipio, Puerto Rico",16982,24800
72093,"Maricao Municipio, Puerto Rico",11391,16496
72095,"Maunabo Municipio, Puerto Rico",15190,20599
72097,"Mayagüez Municipio, Puerto Rico",13986,24565
72099,"Moca Municipio, Puerto Rico",13479,21183
72101,"Morovis Municipio, Puerto Rico",13871,20251
72103,"Naguabo Municipio, Puerto Rico",16048,22818
72105,"Naranjito Municipio, Puerto Rico",14691,21034
72107,"Orocovis Municipio, Puerto Rico",13921,18642
72109,"Patillas Municipio, Puerto Rico",14506,20210
72111,"Peñuelas Municipio, Puerto Rico",14504,20428
72113,"Ponce Municipio, Puerto Rico",17273,27951
72115,"Quebradillas Municipio, Puerto Rico",13581,20202
72117,"Rincón Municipio, Puerto Rico",16773,23497
72119,"Río Grande Municipio, Puerto Rico",21329,30081
72121,"Sabana Grande Municipio, Puerto Rico",15530,22637
72123,"Salinas Municipio, Puerto Rico",12592,19578
72125,"San Germán Municipio, Puerto Rico",15417,22841
72127,"San Juan Municipio, Puerto Rico",23342,40807
72129,"San Lorenzo Municipio, Puerto Rico",17683,25358
72131,"San Sebastián Municipio, Puerto Rico",13148,19017
72133,"Santa Isabel Municipio, Puerto Rico",17601,25182
72135,"Toa Alta Municipio, Puerto Rico",26526,36741
72137,"Toa Baja Municipio, Puerto Rico",22942,30469
72139,"Trujillo Alto Municipio, Puerto Rico",30571,40561
72141,"Utuado Municipio, Puerto Rico",14153,21342
72143,"Vega Alta Municipio, Puerto Rico",17072,27023
72145,"Vega Baja Municipio, Puerto Rico",16249,26246
72147,"Vieques Municipio, Puerto Rico",16769,21172
72149,"Villalba Municipio, Puerto Rico",15951,23053
72151,"Yabucoa Municipio, Puerto Rico",17185,22532
72153,"Yauco Municipio, Puerto Rico",14493,21662
